#SampleID	BarcodeSequence	LinkerPrimerSequence	SOURCE_ENV	Env	SourceSink	RUN_DATE	TITLE	STUDY_CENTER	COUNTRY	PMID	LAB_PERSON	LAB_PERSON_CONTACT	PRINCIPAL_INVESTIGATOR	PRINCIPAL_INVESTIGATOR_CONTACT	ENV_FEATURE	ENV_BIOME	SEQUENCING_METH	ENV_MATTER	TARGET_GENE	TARGET_SUBFRAGMENT	LOCATION	LATITUDE	LONGITUDE	MEAN_ANN_TEMP	MEAN_ANN_PRECIP	NET_PRIMARY_PROD	ELEVATION	RESIDENCE	NUM_BEDROOMS
577.I			Kitty Hawk	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	577	36.1	-75.7	15.44900612	103.991896	NA	1.396656513	One-family house detached from any other house	3
578.I			Chapel Hill	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	578	35.9	-79.1	14.88906728	97.33899083	1.698932469	136.7336121	One-family house detached from any other house	4
579.I			Denton	TX	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	579	33.2	-97.1	18.24029052	73.32125382	0.744018775	220.7477722	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
580.I			Miami	FL	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	580	25.6	-80.4	24.37759939	128.5626147	NA	1.923296809	One-family house detached from any other house	3
581.I			Oxford	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	581	36.3	-78.6	14.54518349	92.76712538	1.448705327	137.7061157	One-family house detached from any other house	3
582.I			Cleburne	TX	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	582	32.4	-97.3	18.84579511	67.03264526	0.931783768	218.3894501	A mobile home	3
583.I			Ladera Ranch	CA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	583	33.5	-117.6	16.28264526	34.18035168	1.037212298	232.911026	One-family house detached from any other house	4
584.I			Bisbee	AZ	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	584	31.4	-109.9	15.68608563	28.77392966	0.307162327	1400.406128	One-family house detached from any other house	2
585.I			Saugus	MA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	585	42.4	-71	9.388990826	94.63203364	NA	52.88596344	One-family house detached from any other house	3
586.I			Safety Harbor	FL	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	586	28	-82.7	22.52897554	113.0506116	1.467443971	4.501904964	One-family house detached from any other house	3
587.I			Phoenix	AZ	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	587	33.5	-112	20.02224771	19.43876147	0.286909448	523.6925049	One-family house detached from any other house	3
588.I			Vero Beach	FL	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	588	27.6	-80.4	22.5911315	108.9124618	NA	4.849117279	One-family house detached from any other house	4
589.I			Fayetteville	WV	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	589	38.1	-81.1	12.32943425	91.18149847	2.523054217	400.546936	One-family house detached from any other house	2
590.I			Gainesville	FL	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	590	29.7	-82.4	20.72599388	115.0859327	3.247236528	36.76833344	One-family house detached from any other house	3
591.I			West Burlington	IA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	591	40.8	-91.2	10.59816514	72.57324159	0.990081776	197.6488953	One-family house detached from any other house	3
592.I			Utica	NY	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	592	43.1	-75.3	6.514525994	93.27316514	1.433562996	301.5666809	Duplex or two-family house (designed for two families)	3
593.I			Milton	WI	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	593	42.8	-88.9	7.872094801	67.19847095	1.084532102	274.6097107	One-family house detached from any other house	3
594.I			Los Angeles	CA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	594	34.1	-118.4	13.37056575	39.35022936	1.220434586	619.3668823	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
596.I			Palatine	IL	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	596	42.1	-88	8.596559633	69.1764526	NA	253.6741638	One-family house detached from any other house	4
597.I			Savannah	GA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	597	32	-81.1	19.11391437	102.441208	2.431253787	11.96749973	One-family house detached from any other house	3
598.I			Vilas	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	598	36.2	-81.8	11.02828746	96.86842508	1.903354024	948.1744385	One-family house detached from any other house	3
599.I			Wisconsin Rapids	WI	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	599	44.4	-89.7	6.042889908	65.02584098	1.13734101	314.6227722	One-family house detached from any other house	4
600.I			Holly Springs	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	600	35.7	-78.8	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
601.I			Rutherfordton	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	601	35.3	-82	14.38103976	113.0635321	2.182730162	448.561676	One-family house detached from any other house	1
602.I			Gainesville	FL	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	602	29.7	-82.4	20.72599388	115.0859327	2.532139617	36.76833344	One-family house detached from any other house	3
603.I			newport beach	CA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	603	33.6	-117.9	16.28264526	34.18035168	1.037212298	232.911026	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
604.I			Grassy	MO	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	604	37.3	-90.1	13.71399083	94.86001529	1.15002272	188.1783295	One-family house detached from any other house	2
606.I			Minneapolis	MN	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	606	44.9	-93.3	7.233333333	59.23409786	0.919291337	284.1616516	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
607.I			Minneapolis	MN	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	607	44.9	-93.2	7.233333333	59.23409786	0.919291337	284.1616516	One-family house detached from any other house	3
608.I			Kansas City	MO	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	608	39.1	-94.6	12.5912844	79.44044343	1.040240765	272.7763977	One-family house detached from any other house	5
609.I			Plano	TX	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	609	33	-96.7	18.26253823	79.21972477	0.778656872	194.1074982	One-family house detached from any other house	3
610.I			Coos Bay	OR	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	610	43.4	-124.2	11.68012232	115.8809633	2.284183812	110.4423523	One-family house detached from any other house	4
611.I			Providence	RI	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	611	41.8	-71.4	9.993501529	93.25229358	2.145063591	30.41094589	Duplex or two-family house (designed for two families)	6 or more
612.I			Essex Junction	VT	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	612	44.5	-73.1	6.860550459	69.90328746	2.014460925	138.5944519	One-family house detached from any other house	4
614.I			Troy	TX	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	614	31.2	-97.3	19.59510703	66.32217125	0.972857358	175.5569458	One-family house detached from any other house	3
615.I			Kirkland	WA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	615	47.7	-122.2	11.1014526	79.94380734	2.608986975	84.25081635	One-family house detached from any other house	5
617.I			Astoria	NY	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	617	40.8	-73.9	11.81796636	92.61200306	2.213204125	23.8580265	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
618.I			Matthews	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	618	35.1	-80.7	16.00198777	93.89120795	1.739248934	201.6608276	One-family house detached from any other house	3
619.I			Beverly	MA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	619	42.6	-70.9	8.818042813	88.30993884	NA	19.12055397	One-family house detached from any other house	4
620.I			Lewiston	ID	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	620	46.4	-117	9.908256881	34.39044343	1.034183827	859.5841675	One-family house detached from any other house	3
621.I			Wallkill	NY	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	621	41.6	-74.1	9.274006116	94.33455657	1.980012111	246.6316681	One-family house detached from any other house	4
622.I			Glenwood	NM	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	622	33.3	-108.7	9.922171254	29.53608563	0.716384011	1988.788574	One-family house detached from any other house	1
624.I			Shiocton	WI	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	624	44.4	-88.5	6.783256881	62.61873089	1.06465778	242.2583313	One-family house detached from any other house	4
625.I			Watertown	MA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	625	42.4	-71.2	9.388990826	94.63203364	1.966573293	52.88596344	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
626.I			Meridian	MS	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	626	32.4	-88.7	18.00764526	115.3926606	2.125567839	115.2094421	One-family house detached from any other house	2
627.I			Durham	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	627	36	-78.9	14.54518349	92.76712538	1.698932469	137.7061157	One-family house detached from any other house	4
628.I			San Diego	CA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	628	32.7	-117.1	16.81697248	22.42683486	1.389839487	103.6060028	One-family house detached from any other house	2
629.I			CARY	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	629	35.8	-78.8	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
631.I			Carrboro	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	631	35.9	-79.1	14.88906728	97.33899083	1.698932469	136.7336121	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
